CustomerID,Gender,SeniorCitizen,Partner,Dependants,TenureMonths,MonthlyCharges,TotalCharges_clean,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,PaperlessBilling,FiberOpticFlag,MonthlyContractFlag,EstimatedRevenue,TenureSegment,ChurnValue,ChurnProbability,ChurnRiskPercent
5649-ANRML,Male,Yes,No,No,2,95.1,180.25,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Credit card (automatic),Yes,1,1,190.2,New,1,0.71533847,71.53
5649-RXQTV,Male,No,No,No,51,99.0,5038.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,5049.0,Loyal,0,0.5156653,51.57
5649-TJHOV,Male,Yes,Yes,No,27,36.5,1032.0,DSL,No,No,No,No,No,Yes,Month-to-month,Bank transfer (automatic),No,0,1,985.5,Loyal,1,0.4950834,49.51
5649-VUKMC,Female,No,No,No,12,95.5,1115.15,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Mailed check,No,1,0,1146.0,Established,1,0.4282553,42.83
5650-VDUDS,Female,No,No,No,4,24.25,96.05,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,Yes,0,1,97.0,New,1,0.51377213,51.38
5650-YLIBA,Male,No,No,No,31,81.15,2640.55,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Electronic check,Yes,1,1,2515.65,Loyal,0,0.48763067,48.76
5651-CPDND,Male,No,No,No,10,46.0,492.1,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,No,0,1,460.0,Established,0,0.21446429,21.45
5651-CRHKQ,Female,No,Yes,No,41,86.2,3339.05,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Bank transfer (automatic),Yes,1,0,3534.2,Loyal,0,0.11747598,11.75
5651-WYIPH,Female,Yes,No,No,18,49.85,865.75,DSL,No,Yes,No,No,No,No,Month-to-month,Credit card (automatic),Yes,0,1,897.3,Established,0,0.24450666,24.45
5651-YLPRD,Female,No,Yes,Yes,32,86.1,2723.75,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Electronic check,Yes,1,1,2755.2,Loyal,0,0.08653515,8.65
5652-MSDEY,Female,No,No,No,10,75.75,777.3,Fiber optic,No,No,No,No,No,No,Month-to-month,Mailed check,Yes,1,1,757.5,Established,0,0.4733018,47.33
5655-JSMZM,Male,Yes,No,No,49,96.2,4718.25,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,4713.8,Loyal,1,0.66348404,66.35
5656-JAMLX,Male,No,No,No,62,19.85,1253.65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No,0,0,1230.7,Loyal,0,0.012567635,1.26
5656-MJEFC,Male,No,Yes,No,42,48.15,2032.3,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Credit card (automatic),No,0,0,2022.3,Loyal,0,0.024600975,2.46
5663-QBGIS,Male,Yes,Yes,No,72,98.35,6929.4,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Bank transfer (automatic),No,1,0,7081.2,Loyal,0,0.06339533,6.34
5666-CYCYZ,Female,No,No,No,24,89.55,2259.35,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Electronic check,Yes,1,1,2149.2,Established,0,0.4071154,40.71
5666-MBJPT,Male,No,No,No,65,25.1,1725.0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),Yes,0,0,1631.5,Loyal,0,0.005554772,0.56
5668-MEISB,Female,No,Yes,Yes,72,106.1,7657.4,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Credit card (automatic),No,1,0,7639.2,Loyal,0,0.0033896544,0.34
5669-SRAIP,Female,No,No,No,5,39.5,210.75,DSL,No,No,Yes,No,No,Yes,Month-to-month,Electronic check,No,0,1,197.5,New,1,0.6117462,61.17
5671-RQRLP,Female,Yes,Yes,No,70,75.65,5411.4,Fiber optic,No,No,No,No,No,No,Two year,Credit card (automatic),Yes,1,0,5295.5,Loyal,0,0.13444184,13.44
5671-UUNXD,Female,Yes,Yes,No,50,100.65,5189.75,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Electronic check,Yes,1,0,5032.5,Loyal,0,0.26990426,26.99
5673-FSSMF,Female,No,No,No,1,60.15,60.15,DSL,No,No,No,No,No,Yes,Month-to-month,Electronic check,Yes,0,1,60.15,New,1,0.82497907,82.5
5673-TIYIB,Male,No,No,No,2,40.4,77.15,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Credit card (automatic),Yes,0,1,80.8,New,1,0.60806924,60.81
5676-CFLYY,Male,No,Yes,No,71,73.35,5154.5,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Credit card (automatic),Yes,0,0,5207.85,Loyal,0,0.02846097,2.85
5678-VFNEQ,Female,No,Yes,No,71,104.1,7412.25,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Credit card (automatic),Yes,1,0,7391.1,Loyal,0,0.07487007,7.49
5680-LQOGP,Female,No,No,No,68,82.45,5646.6,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),Yes,0,0,5606.6,Loyal,0,0.02200056,2.2
5681-LLOEI,Male,No,Yes,Yes,43,91.25,4013.8,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Credit card (automatic),Yes,1,0,3923.75,Loyal,0,0.003220073,0.32
5684-FJVYR,Female,No,Yes,No,72,90.35,6563.4,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Bank transfer (automatic),Yes,1,0,6505.2,Loyal,0,0.009678714,0.97
5685-IIXLY,Female,No,Yes,No,5,83.6,404.2,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Electronic check,Yes,1,1,418.0,New,1,0.8127958,81.28
5686-CMAWK,Male,No,No,No,17,86.75,1410.25,Fiber optic,No,No,Yes,Yes,No,No,One year,Electronic check,No,1,0,1474.75,Established,0,0.1222489,12.22
5687-DKDTV,Female,No,No,No,4,20.35,77.5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,81.4,New,1,0.14617352,14.62
5688-KZTSN,Male,No,Yes,Yes,15,20.0,288.05,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,Yes,0,1,300.0,Established,1,0.09591491,9.59
5692-FPTAH,Female,No,No,No,1,45.4,45.4,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,Yes,0,1,45.4,New,1,0.6489322,64.89
5692-ICXLW,Male,Yes,No,No,31,90.7,2845.15,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Electronic check,Yes,1,1,2811.7,Loyal,0,0.5271207,52.71
5693-PIPCS,Male,No,No,No,41,99.65,4220.35,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Credit card (automatic),Yes,1,0,4085.65,Loyal,0,0.08635709,8.64
5696-CEIQJ,Male,No,Yes,Yes,67,103.15,6895.5,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),No,1,0,6911.05,Loyal,0,0.008940844,0.89
5696-EXCYS,Male,No,No,No,17,19.45,369.05,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No,0,0,330.65,Established,0,0.0101143345,1.01
5696-JVVQY,Female,No,Yes,Yes,48,70.1,3238.4,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Credit card (automatic),Yes,0,0,3364.8,Loyal,0,0.0043647,0.44
5696-QURRL,Male,No,No,No,1,45.05,45.05,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,Yes,0,1,45.05,New,1,0.5449358,54.49
5697-GOMBF,Female,Yes,Yes,Yes,28,35.9,973.65,DSL,No,No,No,No,Yes,No,Month-to-month,Electronic check,Yes,0,1,1005.2,Loyal,0,0.12845564,12.85
5698-BQJOH,Female,No,No,Yes,9,94.4,857.25,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,No,1,1,849.6,Established,1,0.5004711,50.05
5699-BNCAS,Male,Yes,No,No,71,24.65,1766.75,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,Yes,0,0,1750.15,Loyal,0,0.0038348052,0.38
5701-GUXDC,Female,No,Yes,No,26,35.4,978.6,DSL,Yes,No,Yes,No,No,No,One year,Credit card (automatic),No,0,0,920.4,Loyal,0,0.09487784,9.49
5701-SVCWR,Female,No,No,Yes,1,24.0,24.0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,24.0,New,0,0.31401384,31.4
5701-YVSVF,Female,Yes,Yes,No,11,82.9,880.05,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Electronic check,Yes,1,1,911.9,Established,0,0.7179836,71.8
5701-ZIKJE,Male,No,No,No,13,50.55,610.75,DSL,No,No,No,Yes,No,No,Month-to-month,Mailed check,Yes,0,1,657.15,Established,0,0.17225134,17.23
5702-KVQRD,Male,No,Yes,No,71,82.55,5832.65,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Electronic check,Yes,0,0,5861.05,Loyal,0,0.03030767,3.03
5702-SKUOB,Female,No,Yes,No,4,19.6,93.45,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,78.4,New,0,0.22156608,22.16
5707-ORNDZ,Male,Yes,No,No,9,54.55,494.05,DSL,Yes,No,No,No,No,No,Month-to-month,Electronic check,No,0,1,490.95,Established,1,0.30591002,30.59
5707-ZMDJP,Male,No,Yes,Yes,53,69.7,3729.6,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Mailed check,Yes,0,0,3694.1,Loyal,0,0.0019162912,0.19
5708-EVONK,Female,No,Yes,No,58,93.4,5435.6,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Bank transfer (automatic),Yes,1,1,5417.2,Loyal,1,0.26829863,26.83
5709-LVOEQ,Female,No,Yes,No,0,80.85,0.0,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Mailed check,No,0,0,0.0,New,0,0.00036680995,0.04
5712-AHQNN,Female,No,No,No,43,91.65,3954.1,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Electronic check,Yes,1,1,3940.95,Loyal,0,0.32082573,32.08
5712-PTIWW,Male,No,No,No,2,79.85,152.45,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Electronic check,Yes,1,1,159.7,New,1,0.6950533,69.51
5712-VBOXD,Female,No,No,No,4,20.15,68.45,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),Yes,0,1,80.6,New,0,0.18784834,18.78
5716-EZXZN,Female,No,Yes,No,65,99.05,6416.7,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Credit card (automatic),Yes,1,0,6438.25,Loyal,0,0.08804144,8.8
5716-LIBJC,Female,No,No,Yes,13,104.15,1299.1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Credit card (automatic),Yes,1,0,1353.95,Established,0,0.050511952,5.05
5724-BIDBU,Male,No,Yes,No,49,55.35,2633.95,DSL,Yes,No,No,No,No,No,One year,Electronic check,Yes,0,0,2712.15,Loyal,0,0.17685458,17.69
5726-CVNYA,Female,No,Yes,No,8,19.85,146.6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,Yes,0,0,158.8,Established,0,0.04070069,4.07
5727-MYATE,Male,No,Yes,Yes,72,90.8,6397.6,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),Yes,0,0,6537.6,Loyal,0,0.0013464431,0.13
5729-KLZAR,Female,No,Yes,No,4,80.85,302.75,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Electronic check,No,1,1,323.4,New,1,0.7651362,76.51
5730-DBDSI,Male,No,No,No,66,19.7,1253.8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No,0,0,1300.2,Loyal,0,0.010684061,1.07
5730-RIITO,Female,Yes,No,No,43,33.45,1500.25,DSL,Yes,Yes,No,No,No,No,Month-to-month,Credit card (automatic),Yes,0,1,1438.35,Loyal,0,0.28896168,28.9
5732-IKGQH,Male,Yes,Yes,No,52,104.45,5481.25,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),Yes,1,0,5431.4,Loyal,0,0.30915147,30.92
5734-EJKXG,Female,No,No,No,61,118.6,7365.7,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Electronic check,Yes,1,0,7234.6,Loyal,0,0.15633504,15.63
5736-YEJAX,Male,No,No,No,69,79.45,5502.55,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Credit card (automatic),Yes,0,0,5482.05,Loyal,0,0.030624958,3.06
5740-YHGTW,Male,No,Yes,Yes,70,97.55,6669.05,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Credit card (automatic),Yes,1,1,6828.5,Loyal,0,0.030694373,3.07
5743-KHMNA,Male,No,No,No,71,25.55,1898.1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No,0,0,1814.05,Loyal,0,0.004802411,0.48
5747-PMBSQ,Male,Yes,Yes,No,10,92.5,934.1,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Mailed check,Yes,1,1,925.0,Established,1,0.7355123,73.55
5748-RNCJT,Male,No,No,No,69,106.5,7348.8,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),Yes,1,0,7348.5,Loyal,1,0.51161337,51.16
5751-USDBL,Male,No,Yes,Yes,46,81.0,3846.35,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Mailed check,No,0,0,3726.0,Loyal,0,0.0030982785,0.31
5753-QQWPW,Female,No,No,No,28,59.9,1654.7,DSL,Yes,Yes,No,Yes,No,No,One year,Electronic check,Yes,0,0,1677.2,Loyal,0,0.06854798,6.85
5756-JYOJT,Female,No,No,No,11,64.9,697.25,DSL,No,No,Yes,Yes,No,Yes,One year,Credit card (automatic),No,0,0,713.9,Established,0,0.10370627,10.37
5756-OZRIO,Male,Yes,Yes,No,61,64.05,3902.6,DSL,No,Yes,No,No,No,Yes,One year,Bank transfer (automatic),No,0,0,3907.05,Loyal,0,0.074485876,7.45
5759-RCVCB,Female,No,No,No,3,35.2,108.95,DSL,No,No,No,No,Yes,No,Month-to-month,Credit card (automatic),No,0,1,105.6,New,1,0.61129916,61.13
5760-FXFVO,Male,No,No,No,6,78.95,494.95,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Electronic check,Yes,1,1,473.7,Established,0,0.4384355,43.84
5760-IFJOZ,Male,No,No,No,3,107.95,313.6,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Mailed check,No,1,1,323.85,New,0,0.4596571,45.97
5760-WRAHC,Female,Yes,No,No,22,69.75,1545.4,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Mailed check,Yes,0,1,1534.5,Established,0,0.17693561,17.69
5762-TJXGK,Female,No,No,No,52,58.75,3038.55,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),Yes,0,0,3055.0,Loyal,0,0.053224128,5.32
5766-FTRTS,Male,No,Yes,No,72,84.45,6033.1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Mailed check,No,0,0,6080.4,Loyal,0,0.0077729374,0.78
5766-XQXMQ,Female,No,No,No,29,68.85,1970.5,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Bank transfer (automatic),Yes,0,1,1996.65,Loyal,1,0.1155127,11.55
5766-ZJYBB,Male,No,No,No,1,19.4,19.4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,19.4,New,1,0.3536518,35.37
5774-QPLTF,Male,No,Yes,Yes,50,20.35,938.95,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,Yes,0,0,1017.5,Loyal,0,0.0025270972,0.25
5774-XZTQC,Female,No,Yes,Yes,7,20.45,150.75,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,143.15,Established,0,0.04556657,4.56
5777-KJIRB,Female,No,No,No,40,50.25,2023.55,DSL,No,No,Yes,No,No,No,One year,Mailed check,Yes,0,0,2010.0,Loyal,0,0.058939215,5.89
5777-ZPQNC,Female,No,No,No,12,20.15,260.7,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,No,0,0,241.8,Established,0,0.04172242,4.17
5778-BVOFB,Female,No,No,No,9,59.5,530.05,DSL,No,No,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),Yes,0,1,535.5,Established,0,0.28626043,28.63
5780-INQIK,Female,No,No,No,8,49.4,408.25,DSL,No,No,No,Yes,No,No,Month-to-month,Electronic check,No,0,1,395.2,Established,0,0.26110983,26.11
5781-BKHOP,Female,No,Yes,No,72,100.65,7334.05,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Bank transfer (automatic),No,1,0,7246.8,Loyal,0,0.012748441,1.27
5781-RFZRP,Male,No,Yes,No,71,73.5,5357.75,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Credit card (automatic),No,0,0,5218.5,Loyal,0,0.021529563,2.15
5787-KXGIY,Male,No,Yes,No,72,19.3,1304.8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No,0,0,1389.6,Loyal,0,0.007888912,0.79
5788-YPOEG,Female,No,Yes,Yes,34,84.75,2839.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Mailed check,No,0,0,2881.5,Loyal,0,0.0067904983,0.68
5789-LDFXO,Male,No,No,No,24,24.6,592.65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,No,0,0,590.4,Established,0,0.036717452,3.67
5791-KAJFD,Female,No,Yes,No,56,68.75,3808.0,DSL,Yes,No,Yes,No,No,Yes,One year,Bank transfer (automatic),Yes,0,0,3850.0,Loyal,0,0.068404734,6.84
5792-JALQC,Female,Yes,No,No,52,59.85,3103.25,DSL,Yes,No,Yes,No,No,No,Two year,Bank transfer (automatic),No,0,0,3112.2,Loyal,0,0.04215616,4.22
5793-YOLJN,Female,No,Yes,Yes,55,21.0,1210.3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No,0,0,1155.0,Loyal,0,0.0037729375,0.38
5795-BKOYE,Female,No,Yes,Yes,69,59.1,4134.7,DSL,No,Yes,Yes,Yes,No,No,One year,Bank transfer (automatic),No,0,0,4077.9,Loyal,0,0.003497886,0.35
5795-KTGUD,Female,No,Yes,No,68,110.8,7553.6,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),Yes,1,0,7534.4,Loyal,0,0.10865688,10.87
5797-APWZC,Female,No,No,No,1,90.6,90.6,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Electronic check,No,1,1,90.6,New,1,0.8817995,88.18
5799-JRCZO,Female,No,No,Yes,63,19.5,1215.1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No,0,0,1228.5,Loyal,0,0.0025398303,0.25
5802-ADBRC,Female,No,Yes,No,50,104.4,5232.9,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Mailed check,Yes,1,0,5220.0,Loyal,0,0.28915703,28.92
5803-NQJZO,Male,No,Yes,No,72,67.8,4804.65,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Bank transfer (automatic),Yes,0,0,4881.6,Loyal,0,0.00848617,0.85
5804-HYIEZ,Male,No,Yes,Yes,70,106.05,7554.05,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Electronic check,Yes,1,1,7423.5,Loyal,0,0.0931349,9.31
5804-JMYIO,Female,No,Yes,Yes,39,19.75,757.95,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No,0,0,770.25,Loyal,0,0.0025060521,0.25
5804-LEPIM,Female,Yes,No,No,2,70.35,139.05,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,Yes,1,1,140.7,New,1,0.676913,67.69
5808-TOTXO,Female,No,No,Yes,3,20.55,57.4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),Yes,0,0,61.65,New,0,0.009042215,0.9
5811-IWXYM,Female,No,Yes,Yes,52,101.25,5301.1,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Bank transfer (automatic),No,1,0,5265.0,Loyal,0,0.0056283167,0.56
5813-UECBU,Male,Yes,No,No,33,83.85,2716.3,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Credit card (automatic),Yes,1,1,2767.05,Loyal,1,0.4443423,44.43
5815-HGGHV,Male,No,Yes,No,20,64.15,1274.45,DSL,Yes,No,No,Yes,No,Yes,One year,Mailed check,Yes,0,0,1283.0,Established,0,0.06634548,6.63
5816-JMLGY,Female,No,Yes,No,70,80.4,5717.85,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),Yes,0,0,5628.0,Loyal,0,0.04595639,4.6
5816-QVHRX,Female,No,No,No,37,100.3,3541.4,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),No,1,1,3711.1,Loyal,0,0.37930742,37.93
5816-SCGFC,Female,Yes,No,No,7,51.3,419.35,DSL,No,Yes,No,No,No,No,Month-to-month,Mailed check,Yes,0,1,359.1,Established,0,0.21681765,21.68
5820-PTRYM,Female,Yes,Yes,No,56,68.45,4014.0,DSL,Yes,Yes,Yes,Yes,No,No,One year,Credit card (automatic),Yes,0,0,3833.2,Loyal,0,0.034395628,3.44
5821-MMEIL,Female,No,Yes,No,57,19.9,1115.6,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No,0,0,1134.3,Loyal,0,0.041686367,4.17
5825-XJOCM,Male,No,No,Yes,48,64.4,3035.35,DSL,Yes,Yes,Yes,No,No,No,One year,Bank transfer (automatic),Yes,0,0,3091.2,Loyal,0,0.009238332,0.92
5827-MWCZK,Male,No,Yes,Yes,56,96.95,5432.2,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Credit card (automatic),Yes,1,1,5429.2,Loyal,0,0.03224827,3.22
5828-AVIPD,Male,No,Yes,No,19,100.95,1875.55,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Electronic check,Yes,1,0,1918.05,Established,1,0.51781744,51.78
5828-DWPIL,Male,Yes,Yes,No,62,89.1,5618.3,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Electronic check,Yes,1,1,5524.2,Loyal,0,0.121389136,12.14
5829-NVSQN,Female,No,Yes,No,23,68.75,1689.45,DSL,Yes,No,Yes,Yes,No,Yes,One year,Bank transfer (automatic),Yes,0,0,1581.25,Established,0,0.06828073,6.83
5832-EXGTT,Male,No,Yes,Yes,29,60.2,1834.15,DSL,Yes,No,No,No,No,Yes,Month-to-month,Mailed check,Yes,0,1,1745.8,Loyal,0,0.042773496,4.28
5832-TRLPB,Male,No,No,No,29,75.35,2243.9,DSL,No,No,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),Yes,0,0,2185.15,Loyal,0,0.10912626,10.91
5832-XKAES,Male,No,No,No,2,69.8,134.7,Fiber optic,No,No,No,No,No,No,Month-to-month,Credit card (automatic),Yes,1,1,139.6,New,1,0.58129805,58.13
5834-ASPWA,Male,No,No,No,1,75.45,75.45,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,Yes,1,1,75.45,New,1,0.8746924,87.47
5835-BEQEU,Male,No,No,No,3,76.95,228.4,Fiber optic,No,No,No,No,No,No,Month-to-month,Electronic check,Yes,1,1,230.85,New,1,0.72337776,72.34
5837-LXSDN,Female,No,Yes,Yes,21,58.85,1215.45,DSL,No,Yes,No,No,Yes,No,One year,Credit card (automatic),Yes,0,0,1235.85,Established,0,0.010088729,1.01
5839-SUYVZ,Male,No,No,No,16,74.55,1170.5,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Credit card (automatic),Yes,1,1,1192.8,Established,0,0.36704147,36.7
5840-NVDCG,Female,No,Yes,Yes,16,68.25,1114.85,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Bank transfer (automatic),No,0,0,1092.0,Established,0,0.007808301,0.78
5842-POCOP,Female,No,Yes,No,5,88.9,454.15,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Mailed check,Yes,1,1,444.5,New,1,0.66067296,66.07
5843-TTHGI,Female,No,No,No,18,50.0,892.7,DSL,No,No,Yes,No,No,No,Month-to-month,Mailed check,Yes,0,1,900.0,Established,0,0.20705083,20.71
5844-QVTAT,Female,No,Yes,No,33,58.45,1955.4,DSL,Yes,Yes,Yes,No,No,No,One year,Mailed check,Yes,0,0,1928.85,Loyal,0,0.06506138,6.51
5845-BZZIB,Male,No,Yes,Yes,35,20.1,655.3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No,0,0,703.5,Loyal,0,0.0012818609,0.13
5846-ABOBJ,Male,No,Yes,No,71,24.45,1730.65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No,0,0,1735.95,Loyal,0,0.005728986,0.57
5846-NEQVZ,Male,No,Yes,No,71,70.85,4973.4,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Credit card (automatic),Yes,0,0,5030.35,Loyal,0,0.017188828,1.72
5846-QFDFI,Female,No,Yes,Yes,33,88.6,2888.7,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Credit card (automatic),No,1,1,2923.8,Loyal,0,0.043274734,4.33
5847-MXBEO,Male,No,No,No,22,20.3,475.1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No,0,0,446.6,Established,0,0.012419767,1.24
5848-FHRFC,Female,No,No,No,68,20.05,1386.9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No,0,0,1363.4,Loyal,0,0.0057954364,0.58
5849-ASHZJ,Male,No,No,Yes,27,20.05,552.9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),No,0,0,541.35,Loyal,0,0.0024330309,0.24
5850-BDWCY,Female,No,No,No,6,20.2,123.65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No,0,1,121.2,Established,0,0.10678764,10.68
5854-KSRBJ,Male,No,Yes,Yes,70,25.4,1782.05,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No,0,0,1778.0,Loyal,0,0.0009788647,0.1
5855-EIBDE,Female,No,Yes,No,49,106.65,5174.35,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Credit card (automatic),No,1,0,5225.85,Loyal,0,0.13945352,13.95
5857-TYBCJ,Male,Yes,Yes,No,44,89.2,4040.2,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Electronic check,Yes,1,1,3924.8,Loyal,0,0.48045468,48.05
5857-XRECV,Female,No,No,Yes,2,20.5,38.25,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),No,0,0,41.0,New,0,0.019844593,1.98
5858-EAFCZ,Male,No,No,No,1,44.45,44.45,DSL,No,No,No,No,No,No,Month-to-month,Mailed check,No,0,1,44.45,New,0,0.3734245,37.34
